candidate_id,batch_id,tahap_seleksi,start_date,end_date,status
C00595,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00595,B090,Tes Akademik,2026-01-15,2026-01-16,Pass
C00595,B090,Tes TPA,2026-01-21,2026-01-22,Pass
C00595,B090,Tes English,2026-01-28,2026-01-29,Pass
C00595,B090,Tes Kesehatan,2026-02-04,2026-02-05,Pass
C00595,B090,Wawancara HR,2026-02-10,2026-02-11,Pass
C00596,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00596,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00596,B092,Tes TPA,2026-09-18,2026-09-19,Pass
C00596,B092,Tes English,2026-09-25,2026-09-26,Completed - Waiting Announcement
C00597,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00597,B092,Tes Akademik,2026-09-10,2026-09-11,Pass
C00597,B092,Tes TPA,2026-09-18,2026-09-19,Pass
C00597,B092,Tes English,2026-09-23,2026-09-24,Completed - Waiting Announcement
C00598,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00599,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00599,B092,Tes Akademik,2026-09-10,2026-09-11,Pass
C00599,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00599,B092,Tes English,2026-09-25,2026-09-26,Completed - Waiting Announcement
C00600,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00600,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00600,B090,Tes TPA,2026-01-21,2026-01-22,Pass
C00600,B090,Tes English,2026-01-29,2026-01-30,Pass
C00600,B090,Tes Kesehatan,2026-02-03,2026-02-04,Pass
C00600,B090,Wawancara HR,2026-02-09,2026-02-10,Pass
C00601,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00602,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00602,B090,Tes Akademik,2026-01-18,2026-01-19,Pass
C00602,B090,Tes TPA,2026-01-23,2026-01-24,Pass
C00602,B090,Tes English,2026-01-30,2026-01-31,Pass
C00602,B090,Tes Kesehatan,2026-02-05,2026-02-06,Pass
C00602,B090,Wawancara HR,2026-02-10,2026-02-11,Pass
C00603,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Fail
C00604,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00604,B092,Tes Akademik,2026-09-13,2026-09-14,Pass
C00604,B092,Tes TPA,2026-09-19,2026-09-20,Pass
C00604,B092,Tes English,2026-09-27,2026-09-28,Completed - Waiting Announcement
C00605,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00605,B091,Tes Akademik,2026-05-11,2026-05-12,Pass
C00605,B091,Tes TPA,2026-05-17,2026-05-18,Pass
C00605,B091,Tes English,2026-05-24,2026-05-25,Pass
C00605,B091,Tes Kesehatan,2026-05-31,2026-06-01,Pass
C00605,B091,Wawancara HR,2026-06-05,2026-06-06,Fail
C00606,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00606,B092,Tes Akademik,2026-09-11,2026-09-12,Pass
C00606,B092,Tes TPA,2026-09-16,2026-09-17,Pass
C00606,B092,Tes English,2026-09-22,2026-09-23,Completed - Waiting Announcement
C00607,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00607,B092,Tes Akademik,2026-09-13,2026-09-14,Pass
C00607,B092,Tes TPA,2026-09-21,2026-09-22,Fail
C00608,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00608,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00608,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00608,B092,Tes English,2026-09-22,2026-09-23,Completed - Waiting Announcement
C00609,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00609,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00609,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00609,B092,Tes English,2026-09-25,2026-09-26,Completed - Waiting Announcement
C00610,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00610,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00610,B090,Tes TPA,2026-01-23,2026-01-24,Pass
C00610,B090,Tes English,2026-01-29,2026-01-30,Pass
C00610,B090,Tes Kesehatan,2026-02-03,2026-02-04,Pass
C00610,B090,Wawancara HR,2026-02-08,2026-02-09,Fail
C00611,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00611,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00611,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00611,B092,Tes English,2026-09-24,2026-09-25,Completed - Waiting Announcement
C00612,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00612,B092,Tes Akademik,2026-09-10,2026-09-11,Pass
C00612,B092,Tes TPA,2026-09-18,2026-09-19,Pass
C00612,B092,Tes English,2026-09-26,2026-09-27,Completed - Waiting Announcement
C00613,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00613,B091,Tes Akademik,2026-05-13,2026-05-14,Pass
C00613,B091,Tes TPA,2026-05-18,2026-05-19,Pass
C00613,B091,Tes English,2026-05-26,2026-05-27,Pass
C00613,B091,Tes Kesehatan,2026-05-31,2026-06-01,Fail
C00614,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00615,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00615,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00615,B090,Tes TPA,2026-01-23,2026-01-24,Pass
C00615,B090,Tes English,2026-01-30,2026-01-31,Pass
C00615,B090,Tes Kesehatan,2026-02-06,2026-02-07,Pass
C00615,B090,Wawancara HR,2026-02-13,2026-02-14,Pass
C00616,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00617,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00618,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00618,B092,Tes Akademik,2026-09-13,2026-09-14,Pass
C00618,B092,Tes TPA,2026-09-18,2026-09-19,Pass
C00618,B092,Tes English,2026-09-24,2026-09-25,Completed - Waiting Announcement
C00619,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00619,B090,Tes Akademik,2026-01-17,2026-01-18,Pass
C00619,B090,Tes TPA,2026-01-24,2026-01-25,Pass
C00619,B090,Tes English,2026-01-30,2026-01-31,Pass
C00619,B090,Tes Kesehatan,2026-02-05,2026-02-06,Pass
C00619,B090,Wawancara HR,2026-02-11,2026-02-12,Pass
C00620,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00620,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00620,B090,Tes TPA,2026-01-22,2026-01-23,Pass
C00620,B090,Tes English,2026-01-28,2026-01-29,Pass
C00620,B090,Tes Kesehatan,2026-02-02,2026-02-03,Pass
C00620,B090,Wawancara HR,2026-02-08,2026-02-09,Pass
C00621,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00621,B091,Tes Akademik,2026-05-13,2026-05-14,Pass
C00621,B091,Tes TPA,2026-05-20,2026-05-21,Pass
C00621,B091,Tes English,2026-05-26,2026-05-27,Pass
C00621,B091,Tes Kesehatan,2026-06-01,2026-06-02,Fail
C00622,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00622,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00622,B090,Tes TPA,2026-01-22,2026-01-23,Pass
C00622,B090,Tes English,2026-01-29,2026-01-30,Pass
C00622,B090,Tes Kesehatan,2026-02-06,2026-02-07,Pass
C00622,B090,Wawancara HR,2026-02-14,2026-02-15,Pass
C00623,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00623,B092,Tes Akademik,2026-09-13,2026-09-14,Pass
C00623,B092,Tes TPA,2026-09-19,2026-09-20,Pass
C00623,B092,Tes English,2026-09-27,2026-09-28,Completed - Waiting Announcement
C00624,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00624,B092,Tes Akademik,2026-09-13,2026-09-14,Fail
C00625,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00625,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00625,B090,Tes TPA,2026-01-24,2026-01-25,Pass
C00625,B090,Tes English,2026-02-01,2026-02-02,Pass
C00625,B090,Tes Kesehatan,2026-02-09,2026-02-10,Pass
C00625,B090,Wawancara HR,2026-02-17,2026-02-18,Pass
C00626,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00627,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00627,B091,Tes Akademik,2026-05-13,2026-05-14,Pass
C00627,B091,Tes TPA,2026-05-18,2026-05-19,Pass
C00627,B091,Tes English,2026-05-26,2026-05-27,Pass
C00627,B091,Tes Kesehatan,2026-05-31,2026-06-01,Pass
C00627,B091,Wawancara HR,2026-06-06,2026-06-07,Pass
C00628,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Fail
C00629,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00630,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00630,B092,Tes Akademik,2026-09-10,2026-09-11,Pass
C00630,B092,Tes TPA,2026-09-18,2026-09-19,Pass
C00630,B092,Tes English,2026-09-25,2026-09-26,Completed - Waiting Announcement
C00631,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00631,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00631,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00631,B092,Tes English,2026-09-23,2026-09-24,Completed - Waiting Announcement
C00632,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00632,B090,Tes Akademik,2026-01-15,2026-01-16,Pass
C00632,B090,Tes TPA,2026-01-21,2026-01-22,Pass
C00632,B090,Tes English,2026-01-28,2026-01-29,Pass
C00632,B090,Tes Kesehatan,2026-02-03,2026-02-04,Pass
C00632,B090,Wawancara HR,2026-02-09,2026-02-10,Pass
C00633,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00633,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00633,B090,Tes TPA,2026-01-21,2026-01-22,Fail
C00634,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00634,B092,Tes Akademik,2026-09-10,2026-09-11,Pass
C00634,B092,Tes TPA,2026-09-18,2026-09-19,Pass
C00634,B092,Tes English,2026-09-24,2026-09-25,Completed - Waiting Announcement
C00635,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00635,B090,Tes Akademik,2026-01-17,2026-01-18,Pass
C00635,B090,Tes TPA,2026-01-23,2026-01-24,Pass
C00635,B090,Tes English,2026-01-29,2026-01-30,Fail
C00636,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00636,B091,Tes Akademik,2026-05-12,2026-05-13,Pass
C00636,B091,Tes TPA,2026-05-20,2026-05-21,Pass
C00636,B091,Tes English,2026-05-26,2026-05-27,Pass
C00636,B091,Tes Kesehatan,2026-06-01,2026-06-02,Pass
C00636,B091,Wawancara HR,2026-06-06,2026-06-07,Pass
C00637,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00638,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00638,B090,Tes Akademik,2026-01-15,2026-01-16,Pass
C00638,B090,Tes TPA,2026-01-23,2026-01-24,Pass
C00638,B090,Tes English,2026-01-31,2026-02-01,Pass
C00638,B090,Tes Kesehatan,2026-02-08,2026-02-09,Pass
C00638,B090,Wawancara HR,2026-02-13,2026-02-14,Fail
C00639,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00639,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00639,B090,Tes TPA,2026-01-22,2026-01-23,Pass
C00639,B090,Tes English,2026-01-29,2026-01-30,Pass
C00639,B090,Tes Kesehatan,2026-02-03,2026-02-04,Pass
C00639,B090,Wawancara HR,2026-02-10,2026-02-11,Pass
C00640,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00640,B091,Tes Akademik,2026-05-11,2026-05-12,Fail
C00641,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00642,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Fail
C00643,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00643,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00643,B090,Tes TPA,2026-01-23,2026-01-24,Pass
C00643,B090,Tes English,2026-01-28,2026-01-29,Pass
C00643,B090,Tes Kesehatan,2026-02-04,2026-02-05,Pass
C00643,B090,Wawancara HR,2026-02-12,2026-02-13,Pass
C00644,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00645,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00645,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00645,B092,Tes TPA,2026-09-20,2026-09-21,Pass
C00645,B092,Tes English,2026-09-26,2026-09-27,Completed - Waiting Announcement
C00646,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00646,B092,Tes Akademik,2026-09-10,2026-09-11,Fail
C00647,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00647,B090,Tes Akademik,2026-01-17,2026-01-18,Pass
C00647,B090,Tes TPA,2026-01-24,2026-01-25,Pass
C00647,B090,Tes English,2026-01-31,2026-02-01,Pass
C00647,B090,Tes Kesehatan,2026-02-08,2026-02-09,Pass
C00647,B090,Wawancara HR,2026-02-16,2026-02-17,Pass
C00648,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00648,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00648,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00648,B092,Tes English,2026-09-25,2026-09-26,Completed - Waiting Announcement
C00649,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00649,B091,Tes Akademik,2026-05-13,2026-05-14,Pass
C00649,B091,Tes TPA,2026-05-20,2026-05-21,Pass
C00649,B091,Tes English,2026-05-26,2026-05-27,Fail
C00650,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Fail
C00651,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00652,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00652,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00652,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00652,B092,Tes English,2026-09-24,2026-09-25,Completed - Waiting Announcement
C00653,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00653,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00653,B090,Tes TPA,2026-01-23,2026-01-24,Pass
C00653,B090,Tes English,2026-01-31,2026-02-01,Pass
C00653,B090,Tes Kesehatan,2026-02-05,2026-02-06,Pass
C00653,B090,Wawancara HR,2026-02-13,2026-02-14,Pass
C00654,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00654,B091,Tes Akademik,2026-05-12,2026-05-13,Pass
C00654,B091,Tes TPA,2026-05-20,2026-05-21,Pass
C00654,B091,Tes English,2026-05-25,2026-05-26,Pass
C00654,B091,Tes Kesehatan,2026-06-01,2026-06-02,Pass
C00654,B091,Wawancara HR,2026-06-08,2026-06-09,Pass
C00655,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00655,B090,Tes Akademik,2026-01-17,2026-01-18,Fail
C00656,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00656,B090,Tes Akademik,2026-01-17,2026-01-18,Pass
C00656,B090,Tes TPA,2026-01-23,2026-01-24,Pass
C00656,B090,Tes English,2026-01-31,2026-02-01,Pass
C00656,B090,Tes Kesehatan,2026-02-05,2026-02-06,Pass
C00656,B090,Wawancara HR,2026-02-12,2026-02-13,Pass
C00657,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00657,B091,Tes Akademik,2026-05-10,2026-05-11,Pass
C00657,B091,Tes TPA,2026-05-16,2026-05-17,Pass
C00657,B091,Tes English,2026-05-23,2026-05-24,Pass
C00657,B091,Tes Kesehatan,2026-05-30,2026-05-31,Pass
C00657,B091,Wawancara HR,2026-06-06,2026-06-07,Pass
C00658,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00658,B092,Tes Akademik,2026-09-10,2026-09-11,Pass
C00658,B092,Tes TPA,2026-09-16,2026-09-17,Pass
C00658,B092,Tes English,2026-09-24,2026-09-25,Completed - Waiting Announcement
C00659,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00659,B091,Tes Akademik,2026-05-11,2026-05-12,Pass
C00659,B091,Tes TPA,2026-05-16,2026-05-17,Pass
C00659,B091,Tes English,2026-05-22,2026-05-23,Pass
C00659,B091,Tes Kesehatan,2026-05-27,2026-05-28,Pass
C00659,B091,Wawancara HR,2026-06-01,2026-06-02,Pass
C00660,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00660,B092,Tes Akademik,2026-09-10,2026-09-11,Pass
C00660,B092,Tes TPA,2026-09-15,2026-09-16,Pass
C00660,B092,Tes English,2026-09-22,2026-09-23,Completed - Waiting Announcement
C00661,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00662,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00662,B092,Tes Akademik,2026-09-11,2026-09-12,Pass
C00662,B092,Tes TPA,2026-09-18,2026-09-19,Pass
C00662,B092,Tes English,2026-09-26,2026-09-27,Completed - Waiting Announcement
C00663,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00663,B090,Tes Akademik,2026-01-15,2026-01-16,Fail
C00664,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00664,B090,Tes Akademik,2026-01-16,2026-01-17,Pass
C00664,B090,Tes TPA,2026-01-23,2026-01-24,Pass
C00664,B090,Tes English,2026-01-30,2026-01-31,Pass
C00664,B090,Tes Kesehatan,2026-02-05,2026-02-06,Pass
C00664,B090,Wawancara HR,2026-02-12,2026-02-13,Pass
C00665,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00665,B092,Tes Akademik,2026-09-10,2026-09-11,Fail
C00666,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00667,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00667,B091,Tes Akademik,2026-05-13,2026-05-14,Pass
C00667,B091,Tes TPA,2026-05-20,2026-05-21,Pass
C00667,B091,Tes English,2026-05-26,2026-05-27,Pass
C00667,B091,Tes Kesehatan,2026-05-31,2026-06-01,Pass
C00667,B091,Wawancara HR,2026-06-08,2026-06-09,Fail
C00668,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00668,B091,Tes Akademik,2026-05-13,2026-05-14,Pass
C00668,B091,Tes TPA,2026-05-20,2026-05-21,Pass
C00668,B091,Tes English,2026-05-28,2026-05-29,Pass
C00668,B091,Tes Kesehatan,2026-06-03,2026-06-04,Pass
C00668,B091,Wawancara HR,2026-06-10,2026-06-11,Pass
C00669,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00669,B090,Tes Akademik,2026-01-17,2026-01-18,Pass
C00669,B090,Tes TPA,2026-01-24,2026-01-25,Pass
C00669,B090,Tes English,2026-01-29,2026-01-30,Fail
C00670,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00671,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00671,B091,Tes Akademik,2026-05-12,2026-05-13,Pass
C00671,B091,Tes TPA,2026-05-18,2026-05-19,Pass
C00671,B091,Tes English,2026-05-26,2026-05-27,Pass
C00671,B091,Tes Kesehatan,2026-05-31,2026-06-01,Pass
C00671,B091,Wawancara HR,2026-06-05,2026-06-06,Pass
C00672,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00672,B092,Tes Akademik,2026-09-11,2026-09-12,Pass
C00672,B092,Tes TPA,2026-09-19,2026-09-20,Pass
C00672,B092,Tes English,2026-09-26,2026-09-27,Completed - Waiting Announcement
C00673,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00673,B092,Tes Akademik,2026-09-13,2026-09-14,Pass
C00673,B092,Tes TPA,2026-09-20,2026-09-21,Pass
C00673,B092,Tes English,2026-09-26,2026-09-27,Completed - Waiting Announcement
C00674,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00674,B090,Tes Akademik,2026-01-18,2026-01-19,Fail
C00675,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00676,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Fail
C00677,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00677,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00677,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00677,B092,Tes English,2026-09-25,2026-09-26,Completed - Waiting Announcement
C00678,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00679,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00679,B092,Tes Akademik,2026-09-10,2026-09-11,Pass
C00679,B092,Tes TPA,2026-09-16,2026-09-17,Pass
C00679,B092,Tes English,2026-09-23,2026-09-24,Completed - Waiting Announcement
C00680,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00680,B090,Tes Akademik,2026-01-17,2026-01-18,Pass
C00680,B090,Tes TPA,2026-01-24,2026-01-25,Pass
C00680,B090,Tes English,2026-02-01,2026-02-02,Pass
C00680,B090,Tes Kesehatan,2026-02-08,2026-02-09,Pass
C00680,B090,Wawancara HR,2026-02-13,2026-02-14,Pass
C00681,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00681,B092,Tes Akademik,2026-09-10,2026-09-11,Pass
C00681,B092,Tes TPA,2026-09-15,2026-09-16,Pass
C00681,B092,Tes English,2026-09-22,2026-09-23,Completed - Waiting Announcement
C00682,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Fail
C00683,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00683,B090,Tes Akademik,2026-01-17,2026-01-18,Pass
C00683,B090,Tes TPA,2026-01-25,2026-01-26,Pass
C00683,B090,Tes English,2026-01-31,2026-02-01,Pass
C00683,B090,Tes Kesehatan,2026-02-08,2026-02-09,Pass
C00683,B090,Wawancara HR,2026-02-16,2026-02-17,Pass
C00684,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00684,B091,Tes Akademik,2026-05-11,2026-05-12,Pass
C00684,B091,Tes TPA,2026-05-16,2026-05-17,Pass
C00684,B091,Tes English,2026-05-22,2026-05-23,Pass
C00684,B091,Tes Kesehatan,2026-05-30,2026-05-31,Pass
C00684,B091,Wawancara HR,2026-06-05,2026-06-06,Pass
C00685,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00685,B091,Tes Akademik,2026-05-13,2026-05-14,Pass
C00685,B091,Tes TPA,2026-05-21,2026-05-22,Pass
C00685,B091,Tes English,2026-05-29,2026-05-30,Pass
C00685,B091,Tes Kesehatan,2026-06-04,2026-06-05,Pass
C00685,B091,Wawancara HR,2026-06-09,2026-06-10,Pass
C00686,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00687,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00687,B091,Tes Akademik,2026-05-12,2026-05-13,Fail
C00688,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00688,B090,Tes Akademik,2026-01-17,2026-01-18,Pass
C00688,B090,Tes TPA,2026-01-25,2026-01-26,Pass
C00688,B090,Tes English,2026-01-30,2026-01-31,Pass
C00688,B090,Tes Kesehatan,2026-02-06,2026-02-07,Pass
C00688,B090,Wawancara HR,2026-02-11,2026-02-12,Pass
C00689,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00689,B091,Tes Akademik,2026-05-10,2026-05-11,Pass
C00689,B091,Tes TPA,2026-05-17,2026-05-18,Pass
C00689,B091,Tes English,2026-05-24,2026-05-25,Pass
C00689,B091,Tes Kesehatan,2026-05-29,2026-05-30,Pass
C00689,B091,Wawancara HR,2026-06-06,2026-06-07,Pass
C00690,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00690,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00690,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00690,B092,Tes English,2026-09-24,2026-09-25,Completed - Waiting Announcement
C00691,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Fail
C00692,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00692,B091,Tes Akademik,2026-05-10,2026-05-11,Pass
C00692,B091,Tes TPA,2026-05-17,2026-05-18,Pass
C00692,B091,Tes English,2026-05-22,2026-05-23,Pass
C00692,B091,Tes Kesehatan,2026-05-27,2026-05-28,Pass
C00692,B091,Wawancara HR,2026-06-01,2026-06-02,Pass
C00693,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00693,B092,Tes Akademik,2026-09-12,2026-09-13,Pass
C00693,B092,Tes TPA,2026-09-17,2026-09-18,Pass
C00693,B092,Tes English,2026-09-23,2026-09-24,Completed - Waiting Announcement
C00694,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00694,B090,Tes Akademik,2026-01-17,2026-01-18,Pass
C00694,B090,Tes TPA,2026-01-24,2026-01-25,Pass
C00694,B090,Tes English,2026-01-30,2026-01-31,Pass
C00694,B090,Tes Kesehatan,2026-02-04,2026-02-05,Pass
C00694,B090,Wawancara HR,2026-02-09,2026-02-10,Pass
C00695,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00696,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00696,B090,Tes Akademik,2026-01-18,2026-01-19,Pass
C00696,B090,Tes TPA,2026-01-26,2026-01-27,Pass
C00696,B090,Tes English,2026-02-01,2026-02-02,Pass
C00696,B090,Tes Kesehatan,2026-02-08,2026-02-09,Pass
C00696,B090,Wawancara HR,2026-02-15,2026-02-16,Pass
C00697,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Fail
C00698,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Fail
C00699,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00699,B092,Tes Akademik,2026-09-11,2026-09-12,Pass
C00699,B092,Tes TPA,2026-09-19,2026-09-20,Pass
C00699,B092,Tes English,2026-09-25,2026-09-26,Completed - Waiting Announcement
C00700,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00700,B091,Tes Akademik,2026-05-13,2026-05-14,Pass
C00700,B091,Tes TPA,2026-05-20,2026-05-21,Pass
C00700,B091,Tes English,2026-05-25,2026-05-26,Pass
C00700,B091,Tes Kesehatan,2026-06-01,2026-06-02,Pass
C00700,B091,Wawancara HR,2026-06-09,2026-06-10,Pass
C00701,B090,Berkas & Administrasi,2026-01-10,2026-01-11,Pass
C00701,B090,Tes Akademik,2026-01-15,2026-01-16,Fail
C00702,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Fail
C00703,B091,Berkas & Administrasi,2026-05-05,2026-05-06,Pass
C00703,B091,Tes Akademik,2026-05-11,2026-05-12,Pass
C00703,B091,Tes TPA,2026-05-17,2026-05-18,Pass
C00703,B091,Tes English,2026-05-23,2026-05-24,Pass
C00703,B091,Tes Kesehatan,2026-05-28,2026-05-29,Pass
C00703,B091,Wawancara HR,2026-06-02,2026-06-03,Fail
C00704,B092,Berkas & Administrasi,2026-09-05,2026-09-06,Pass
C00704,B092,Tes Akademik,2026-09-13,2026-09-14,Pass
C00704,B092,Tes TPA,2026-09-20,2026-09-21,Pass
