candidate_id,batch_id,request_id,job_position,job_category,prajabatan_batch,ojt_start_date,ojt_end_date,unit_placement,region,mentor,ojt_status,employment_status
C00542,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 27,On Going,On OJT
C00543,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 14,Completed,Permanent
C00546,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 72,Completed,Permanent
C00547,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 53,On Going,On OJT
C00549,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 20,Resigned,Candidate Withdrawn
C00552,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 31,On Going,On OJT
C00553,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 23,On Going,On OJT
C00554,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 4,On Going,On OJT
C00558,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 43,Completed,Permanent
C00560,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 53,On Going,On OJT
C00563,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 32,On Going,On OJT
C00566,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 14,Completed,Permanent
C00568,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 5,Completed,Permanent
C00569,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 29,On Going,On OJT
C00571,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 59,Completed,Permanent
C00573,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 30,Completed,Permanent
C00575,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 25,Completed,Permanent
C00581,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 36,Completed,Permanent
C00591,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 36,On Going,On OJT
C00595,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 66,Completed,Permanent
C00600,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 69,Completed,Permanent
C00602,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 4,Completed,Permanent
C00615,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 34,Completed,Permanent
C00619,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 34,Completed,Permanent
C00620,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 77,Completed,Permanent
C00622,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 41,Completed,Permanent
C00625,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 66,Completed,Permanent
C00627,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 74,Completed,Permanent
C00632,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 6,Completed,Permanent
C00636,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 1,Completed,Permanent
C00639,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 69,Completed,Permanent
C00643,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 26,Completed,Permanent
C00647,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 9,Completed,Permanent
C00653,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 43,On Going,On OJT
C00654,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 16,Completed,Permanent
C00656,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 39,Completed,Permanent
C00657,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 53,Completed,Permanent
C00659,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 38,Completed,Permanent
C00664,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 25,Completed,Permanent
C00668,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 49,Completed,Permanent
C00671,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 23,Completed,Permanent
C00680,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 39,Completed,Permanent
C00683,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 1,Completed,Permanent
C00684,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 27,Completed,Permanent
C00685,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 75,Completed,Permanent
C00688,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 42,Completed,Permanent
C00689,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 57,Completed,Permanent
C00692,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 66,Completed,Permanent
C00694,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 22,Completed,Permanent
C00696,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 37,Completed,Permanent
C00700,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 80,Completed,Permanent
C00706,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 31,Completed,Permanent
C00708,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 29,Completed,Permanent
C00709,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 19,On Going,On OJT
C00710,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 32,Completed,Permanent
C00713,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 79,Resigned,Candidate Withdrawn
C00714,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 10,On Going,On OJT
C00719,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 74,Completed,Permanent
C00720,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 50,Completed,Permanent
C00724,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 32,Completed,Permanent
C00733,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 1,Completed,Permanent
C00735,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 14,On Going,On OJT
C00736,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 29,On Going,On OJT
C00737,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 67,Completed,Permanent
C00738,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 72,Completed,Permanent
C00743,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 16,Completed,Permanent
C00754,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 60,Completed,Permanent
C00756,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 72,Completed,Permanent
C00758,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 57,Completed,Permanent
C00775,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 65,Completed,Permanent
C00777,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 71,Completed,Permanent
C00779,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 21,Completed,Permanent
C00782,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 61,Completed,Permanent
C00787,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 32,Completed,Permanent
C00789,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 36,On Going,On OJT
C00790,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 67,On Going,On OJT
C00795,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 31,Completed,Permanent
C00796,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 10,Completed,Permanent
C00797,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 31,Completed,Permanent
C00798,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 41,Completed,Permanent
C00800,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 11,On Going,On OJT
C00801,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 30,Completed,Permanent
C00802,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 20,Completed,Permanent
C00803,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 9,Completed,Permanent
C00810,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 43,Completed,Permanent
C00813,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 54,Completed,Permanent
C00814,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 54,Completed,Permanent
C00815,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 75,Completed,Permanent
C00816,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 3,On Going,On OJT
C00819,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 74,On Going,On OJT
C00823,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 1,Completed,Permanent
C00825,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 39,On Going,On OJT
C00826,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 54,On Going,On OJT
C00828,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 70,Completed,Permanent
C00829,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 29,On Going,On OJT
C00830,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 35,Completed,Permanent
C00834,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 4,Completed,Permanent
C00835,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 52,Completed,Permanent
C00843,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 60,Completed,Permanent
C00847,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 80,On Going,On OJT
C00849,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 51,Completed,Permanent
C00850,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 4,Completed,Permanent
C00860,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 55,Completed,Permanent
C00861,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 60,Completed,Permanent
C00862,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 34,Completed,Permanent
C00869,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 28,Completed,Permanent
C00872,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 44,Completed,Permanent
C00875,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 49,On Going,On OJT
C00878,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 54,Completed,Permanent
C00882,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 11,Completed,Permanent
C00885,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 70,Completed,Permanent
C00886,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 45,Completed,Permanent
C00892,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 9,Completed,Permanent
C00895,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 6,On Going,On OJT
C00897,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 32,On Going,On OJT
C00898,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 3,Completed,Permanent
C00899,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 31,Completed,Permanent
C00903,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 15,Completed,Permanent
C00911,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 28,Completed,Permanent
C00913,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 33,Completed,Permanent
C00914,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 22,On Going,On OJT
C00917,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 15,Completed,Permanent
C00919,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 21,On Going,On OJT
C00921,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 14,On Going,On OJT
C00922,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 40,Completed,Permanent
C00923,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 49,Completed,Permanent
C00925,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 26,Completed,Permanent
C00931,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 32,Completed,Permanent
C00935,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 39,Completed,Permanent
C00937,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 77,On Going,On OJT
C00938,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 73,On Going,On OJT
C00943,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 45,On Going,On OJT
C00944,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 48,Completed,Permanent
C00945,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 44,Completed,Permanent
C00946,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 54,Completed,Permanent
C00950,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 14,On Going,On OJT
C00952,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 47,Completed,Permanent
C00954,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 59,Completed,Permanent
C00956,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 56,Completed,Permanent
C00959,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 67,Completed,Permanent
C00960,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 35,On Going,On OJT
C00961,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 69,Completed,Permanent
C00964,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 60,On Going,On OJT
C00967,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 76,Completed,Permanent
C00968,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 32,Completed,Permanent
C00972,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 12,On Going,On OJT
C00977,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 58,Completed,Permanent
C00980,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 60,Completed,Permanent
C00982,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 49,Completed,Permanent
C00986,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 64,Completed,Permanent
C00988,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 24,On Going,On OJT
C00990,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 46,Completed,Permanent
C00991,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 44,On Going,On OJT
C00992,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 77,Completed,Permanent
C00995,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 36,Completed,Permanent
C00997,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 67,Completed,Permanent
C01000,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 11,On Going,On OJT
C01001,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 53,Completed,Permanent
C01004,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 31,Completed,Permanent
C01005,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 63,Completed,Permanent
C01006,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 3,Completed,Permanent
C01008,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 29,Completed,Permanent
C01009,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 32,Completed,Permanent
C01019,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 75,Completed,Permanent
C01023,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 71,Completed,Permanent
C01024,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 55,Completed,Permanent
C01027,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 71,Resigned,Candidate Withdrawn
C01028,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 59,Completed,Permanent
C01030,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 33,Completed,Permanent
C01039,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 25,Completed,Permanent
C01041,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 69,Completed,Permanent
C01042,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 24,On Going,On OJT
C01046,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 62,Completed,Permanent
C01048,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 76,Completed,Permanent
C01050,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 68,Resigned,Candidate Withdrawn
