pasca_id,pendaftaran_id,kandidat_id,profesi_id,gelombang_id,tahap_kode,urutan,tanggal_mulai,tanggal_selesai,status,progres,pemilik_proses,sistem_sumber
13241,REG0058726,46285,F00025,G2019-071,sk_penempatan,13,2020-09-28,2020-09-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13242,REG0058748,46301,F00129,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13243,REG0058748,46301,F00129,G2023-082,ttd_kontrak,8,2023-12-30,2023-12-30,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13244,REG0058748,46301,F00129,G2023-082,samapta,9,2024-01-21,2024-01-21,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13245,REG0058748,46301,F00129,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13246,REG0058748,46301,F00129,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13247,REG0058748,46301,F00129,G2023-082,ujian_ojt,12,2024-08-07,2024-08-07,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13248,REG0058748,46301,F00129,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13249,REG0058777,46325,F00217,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13250,REG0058777,46325,F00217,G2025-092,ttd_kontrak,8,2026-03-16,2026-03-16,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13251,REG0058777,46325,F00217,G2025-092,samapta,9,2026-04-10,2026-04-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13252,REG0058777,46325,F00217,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13253,REG0058777,46325,F00217,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
13254,REG0058795,46337,F00005,G2019-070,pengumuman_akhir,7,2019-12-17,2019-12-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13255,REG0058795,46337,F00005,G2019-070,ttd_kontrak,8,2019-12-31,2019-12-31,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13256,REG0058795,46337,F00005,G2019-070,samapta,9,2020-01-27,2020-01-27,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13257,REG0058795,46337,F00005,G2019-070,pembidangan,10,2020-01-31,2020-01-31,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13258,REG0058795,46337,F00005,G2019-070,ojt,11,2020-02-05,2020-08-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13259,REG0058795,46337,F00005,G2019-070,ujian_ojt,12,2020-08-14,2020-08-14,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13260,REG0058795,46337,F00005,G2019-070,sk_penempatan,13,2020-08-28,2020-08-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13261,REG0058859,46390,F00144,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13262,REG0058859,46390,F00144,G2023-086,ttd_kontrak,8,2024-03-30,2024-03-30,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13263,REG0058859,46390,F00144,G2023-086,samapta,9,2024-04-26,2024-04-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13264,REG0058859,46390,F00144,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13265,REG0058859,46390,F00144,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13266,REG0058859,46390,F00144,G2023-086,ujian_ojt,12,2024-11-08,2024-11-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13267,REG0058859,46390,F00144,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13268,REG0058868,46398,F00175,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13269,REG0058868,46398,F00175,G2024-087,ttd_kontrak,8,2024-09-15,2024-09-15,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13270,REG0058868,46398,F00175,G2024-087,samapta,9,2024-09-28,2024-09-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13271,REG0058868,46398,F00175,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13272,REG0058868,46398,F00175,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13273,REG0058868,46398,F00175,G2024-087,ujian_ojt,12,2025-04-25,2025-04-25,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13274,REG0058868,46398,F00175,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13275,REG0058937,46455,F00075,G2022-079,pengumuman_akhir,7,2023-04-19,2023-04-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13276,REG0058937,46455,F00075,G2022-079,ttd_kontrak,8,2023-05-03,2023-05-03,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13277,REG0058937,46455,F00075,G2022-079,samapta,9,2023-05-23,2023-05-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13278,REG0058937,46455,F00075,G2022-079,pembidangan,10,2023-06-03,2023-06-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13279,REG0058937,46455,F00075,G2022-079,ojt,11,2023-06-08,2023-12-05,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13280,REG0058937,46455,F00075,G2022-079,ujian_ojt,12,2023-12-14,2023-12-14,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13281,REG0058937,46455,F00075,G2022-079,sk_penempatan,13,2023-12-30,2023-12-30,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13282,REG0058956,46470,F00129,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13283,REG0058956,46470,F00129,G2023-082,ttd_kontrak,8,2023-12-26,2023-12-26,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13284,REG0058956,46470,F00129,G2023-082,samapta,9,2024-01-10,2024-01-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13285,REG0058956,46470,F00129,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13286,REG0058956,46470,F00129,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13287,REG0058956,46470,F00129,G2023-082,ujian_ojt,12,2024-08-05,2024-08-05,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13288,REG0058956,46470,F00129,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13289,REG0058960,46474,F00003,G2019-070,pengumuman_akhir,7,2019-12-17,2019-12-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13290,REG0058960,46474,F00003,G2019-070,ttd_kontrak,8,2019-12-29,2019-12-29,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13291,REG0058960,46474,F00003,G2019-070,samapta,9,2020-01-27,2020-01-27,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13292,REG0058960,46474,F00003,G2019-070,pembidangan,10,2020-01-31,2020-01-31,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13293,REG0058960,46474,F00003,G2019-070,ojt,11,2020-02-05,2020-08-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13294,REG0058960,46474,F00003,G2019-070,ujian_ojt,12,2020-08-09,2020-08-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13295,REG0058960,46474,F00003,G2019-070,sk_penempatan,13,2020-08-28,2020-08-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13296,REG0058964,46478,F00115,G2023-081,pengumuman_akhir,7,2023-10-25,2023-10-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13297,REG0058964,46478,F00115,G2023-081,ttd_kontrak,8,2023-11-07,2023-11-07,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13298,REG0058964,46478,F00115,G2023-081,samapta,9,2023-12-04,2023-12-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13299,REG0058964,46478,F00115,G2023-081,pembidangan,10,2023-12-09,2023-12-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13300,REG0058964,46478,F00115,G2023-081,ojt,11,2023-12-14,2024-06-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13301,REG0058964,46478,F00115,G2023-081,ujian_ojt,12,2024-06-17,2024-06-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13302,REG0058964,46478,F00115,G2023-081,sk_penempatan,13,2024-07-06,2024-07-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13303,REG0059075,46568,F00222,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13304,REG0059075,46568,F00222,G2025-092,ttd_kontrak,8,2026-03-17,2026-03-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13305,REG0059075,46568,F00222,G2025-092,samapta,9,2026-03-31,2026-03-31,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13306,REG0059075,46568,F00222,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13307,REG0059075,46568,F00222,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
13308,REG0059077,46569,F00190,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13309,REG0059077,46569,F00190,G2025-091,ttd_kontrak,8,2026-02-26,2026-02-26,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13310,REG0059077,46569,F00190,G2025-091,samapta,9,2026-03-19,2026-03-19,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13311,REG0059077,46569,F00190,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13312,REG0059077,46569,F00190,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
13313,REG0059135,46615,F00075,G2022-079,pengumuman_akhir,7,2023-04-19,2023-04-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13314,REG0059135,46615,F00075,G2022-079,ttd_kontrak,8,2023-05-04,2023-05-04,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13315,REG0059135,46615,F00075,G2022-079,samapta,9,2023-05-29,2023-05-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13316,REG0059135,46615,F00075,G2022-079,pembidangan,10,2023-06-03,2023-06-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13317,REG0059135,46615,F00075,G2022-079,ojt,11,2023-06-08,2023-12-05,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13318,REG0059135,46615,F00075,G2022-079,ujian_ojt,12,2023-12-14,2023-12-14,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13319,REG0059135,46615,F00075,G2022-079,sk_penempatan,13,2023-12-30,2023-12-30,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13320,REG0059163,46636,F00212,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13321,REG0059163,46636,F00212,G2025-091,ttd_kontrak,8,2026-02-24,2026-02-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13322,REG0059163,46636,F00212,G2025-091,samapta,9,2026-03-26,2026-03-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13323,REG0059163,46636,F00212,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13324,REG0059163,46636,F00212,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
13325,REG0059249,46704,F00063,G2022-008,pengumuman_akhir,7,2022-08-31,2022-08-31,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13326,REG0059249,46704,F00063,G2022-008,ttd_kontrak,8,2022-09-23,2022-09-23,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13327,REG0059249,46704,F00063,G2022-008,samapta,9,2022-10-07,2022-10-07,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13328,REG0059249,46704,F00063,G2022-008,pembidangan,10,2022-10-15,2022-10-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13329,REG0059249,46704,F00063,G2022-008,ojt,11,2022-10-20,2023-04-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13330,REG0059249,46704,F00063,G2022-008,ujian_ojt,12,2023-04-29,2023-04-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13331,REG0059249,46704,F00063,G2022-008,sk_penempatan,13,2023-05-13,2023-05-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13332,REG0059254,46708,F00163,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13333,REG0059254,46708,F00163,G2024-087,ttd_kontrak,8,2024-09-04,2024-09-04,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13334,REG0059254,46708,F00163,G2024-087,samapta,9,2024-09-25,2024-09-25,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13335,REG0059254,46708,F00163,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13336,REG0059254,46708,F00163,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13337,REG0059254,46708,F00163,G2024-087,ujian_ojt,12,2025-04-19,2025-04-19,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13338,REG0059254,46708,F00163,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13339,REG0059309,46755,F00186,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13340,REG0059309,46755,F00186,G2025-091,ttd_kontrak,8,2026-03-01,2026-03-01,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13341,REG0059309,46755,F00186,G2025-091,samapta,9,2026-03-22,2026-03-22,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13342,REG0059309,46755,F00186,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13343,REG0059309,46755,F00186,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
13344,REG0059317,46761,F00147,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13345,REG0059317,46761,F00147,G2023-086,ttd_kontrak,8,2024-04-01,2024-04-01,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13346,REG0059317,46761,F00147,G2023-086,samapta,9,2024-04-19,2024-04-19,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13347,REG0059317,46761,F00147,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13348,REG0059317,46761,F00147,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13349,REG0059317,46761,F00147,G2023-086,ujian_ojt,12,2024-11-09,2024-11-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13350,REG0059317,46761,F00147,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13351,REG0059353,46791,F00042,G2019-072,pengumuman_akhir,7,2020-02-12,2020-02-12,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13352,REG0059353,46791,F00042,G2019-072,ttd_kontrak,8,2020-03-06,2020-03-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13353,REG0059353,46791,F00042,G2019-072,samapta,9,2020-03-20,2020-03-20,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13354,REG0059353,46791,F00042,G2019-072,pembidangan,10,2020-03-28,2020-03-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13355,REG0059353,46791,F00042,G2019-072,ojt,11,2020-04-02,2020-09-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13356,REG0059353,46791,F00042,G2019-072,ujian_ojt,12,2020-10-13,2020-10-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13357,REG0059353,46791,F00042,G2019-072,sk_penempatan,13,2020-10-24,2020-10-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13358,REG0059378,46810,F00063,G2022-008,pengumuman_akhir,7,2022-08-31,2022-08-31,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13359,REG0059378,46810,F00063,G2022-008,ttd_kontrak,8,2022-09-17,2022-09-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13360,REG0059378,46810,F00063,G2022-008,samapta,9,2022-10-03,2022-10-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13361,REG0059378,46810,F00063,G2022-008,pembidangan,10,2022-10-15,2022-10-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13362,REG0059378,46810,F00063,G2022-008,ojt,11,2022-10-20,2023-04-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13363,REG0059378,46810,F00063,G2022-008,ujian_ojt,12,2023-04-23,2023-04-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13364,REG0059378,46810,F00063,G2022-008,sk_penempatan,13,2023-05-13,2023-05-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13365,REG0059401,46825,F00135,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13366,REG0059401,46825,F00135,G2023-082,ttd_kontrak,8,2023-12-19,2023-12-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13367,REG0059401,46825,F00135,G2023-082,samapta,9,2024-01-15,2024-01-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13368,REG0059401,46825,F00135,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13369,REG0059401,46825,F00135,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13370,REG0059401,46825,F00135,G2023-082,ujian_ojt,12,2024-08-02,2024-08-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13371,REG0059401,46825,F00135,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13372,REG0059436,46854,F00130,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13373,REG0059436,46854,F00130,G2023-082,ttd_kontrak,8,2024-01-01,2024-01-01,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13374,REG0059436,46854,F00130,G2023-082,samapta,9,2024-01-12,2024-01-12,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13375,REG0059436,46854,F00130,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13376,REG0059436,46854,F00130,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13377,REG0059436,46854,F00130,G2023-082,ujian_ojt,12,2024-08-04,2024-08-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13378,REG0059436,46854,F00130,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13379,REG0059440,46858,F00174,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13380,REG0059440,46858,F00174,G2024-087,ttd_kontrak,8,2024-09-03,2024-09-03,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13381,REG0059440,46858,F00174,G2024-087,samapta,9,2024-09-24,2024-09-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13382,REG0059440,46858,F00174,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13383,REG0059440,46858,F00174,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13384,REG0059440,46858,F00174,G2024-087,ujian_ojt,12,2025-04-18,2025-04-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13385,REG0059440,46858,F00174,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13386,REG0059464,46873,F00201,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13387,REG0059464,46873,F00201,G2025-091,ttd_kontrak,8,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13388,REG0059464,46873,F00201,G2025-091,samapta,9,2026-03-22,2026-03-22,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13389,REG0059464,46873,F00201,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13390,REG0059464,46873,F00201,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
13391,REG0059489,46893,F00077,G2022-079,pengumuman_akhir,7,2023-04-19,2023-04-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13392,REG0059489,46893,F00077,G2022-079,ttd_kontrak,8,2023-05-11,2023-05-11,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13393,REG0059489,46893,F00077,G2022-079,samapta,9,2023-05-23,2023-05-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13394,REG0059489,46893,F00077,G2022-079,pembidangan,10,2023-06-03,2023-06-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13395,REG0059489,46893,F00077,G2022-079,ojt,11,2023-06-08,2023-12-05,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13396,REG0059489,46893,F00077,G2022-079,ujian_ojt,12,2023-12-10,2023-12-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13397,REG0059489,46893,F00077,G2022-079,sk_penempatan,13,2023-12-30,2023-12-30,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13398,REG0059552,46946,F00129,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13399,REG0059552,46946,F00129,G2023-082,ttd_kontrak,8,2023-12-29,2023-12-29,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13400,REG0059552,46946,F00129,G2023-082,samapta,9,2024-01-18,2024-01-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13401,REG0059552,46946,F00129,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13402,REG0059552,46946,F00129,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13403,REG0059552,46946,F00129,G2023-082,ujian_ojt,12,2024-08-03,2024-08-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13404,REG0059552,46946,F00129,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13405,REG0059580,46970,F00018,G2019-071,pengumuman_akhir,7,2020-01-17,2020-01-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13406,REG0059580,46970,F00018,G2019-071,ttd_kontrak,8,2020-02-04,2020-02-04,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13407,REG0059580,46970,F00018,G2019-071,samapta,9,2020-02-21,2020-02-21,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13408,REG0059580,46970,F00018,G2019-071,pembidangan,10,2020-03-02,2020-03-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13409,REG0059580,46970,F00018,G2019-071,ojt,11,2020-03-07,2020-09-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13410,REG0059580,46970,F00018,G2019-071,ujian_ojt,12,2020-09-18,2020-09-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13411,REG0059580,46970,F00018,G2019-071,sk_penempatan,13,2020-09-28,2020-09-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13412,REG0059636,47009,F00216,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13413,REG0059636,47009,F00216,G2025-092,ttd_kontrak,8,2026-03-21,2026-03-21,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13414,REG0059636,47009,F00216,G2025-092,samapta,9,2026-04-01,2026-04-01,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13415,REG0059636,47009,F00216,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
13416,REG0059636,47009,F00216,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
13417,REG0059647,47018,F00095,G2023-081,pengumuman_akhir,7,2023-10-25,2023-10-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13418,REG0059647,47018,F00095,G2023-081,ttd_kontrak,8,2023-11-11,2023-11-11,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
13419,REG0059647,47018,F00095,G2023-081,samapta,9,2023-12-04,2023-12-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
