kandidat_id,kategori_sertifikasi,tahun,skor
65958,TOEIC,2023,77
65963,Pelatihan Bahasa,2023,77
65963,Pelatihan Bahasa,2025,70
65963,Microsoft Office,2024,77
65970,TOEIC,2023,70
65970,Sertifikasi K3,2024,
65970,Microsoft Office,2025,61
65974,Sertifikasi K3,2021,
65974,Microsoft Office,2021,71
65975,Microsoft Office,2018,83
65975,TOEIC,2018,63
65975,IELTS,2017,95
65977,Sertifikat Kompetensi,2022,95
65977,TOEFL,2022,67
65984,Sertifikat Kompetensi,2023,91
65984,TOEIC,2025,97
65985,TOEIC,2025,90
65991,TOEFL,2023,78
65992,Microsoft Office,2023,65
65992,Microsoft Office,2023,82
66000,TOEIC,2025,92
66005,Pelatihan Bahasa,2024,99
66005,TOEFL,2025,76
66005,TOEIC,2025,95
66006,IELTS,2018,79
66006,TOEIC,2018,88
66013,Sertifikasi K3,2023,
66013,IELTS,2023,70
66014,IELTS,2021,71
66025,Sertifikasi K3,2022,
66025,TOEIC,2023,91
66026,Pelatihan Bahasa,2022,62
66026,Sertifikasi K3,2022,
66026,Pelatihan Bahasa,2020,93
66061,IELTS,2018,70
66065,TOEIC,2021,69
66068,TOEFL,2018,76
66068,Pelatihan Bahasa,2018,83
66069,Microsoft Office,2023,60
66069,Microsoft Office,2024,85
66075,Microsoft Office,2022,63
66077,TOEIC,2025,80
66085,Pelatihan Bahasa,2022,98
66090,Sertifikat Kompetensi,2025,62
66090,Microsoft Office,2023,96
66102,TOEFL,2025,68
66102,TOEFL,2024,72
66102,Sertifikat Kompetensi,2023,87
66107,Pelatihan Bahasa,2022,95
66107,Pelatihan Bahasa,2021,75
66107,TOEFL,2021,83
66112,Pelatihan Bahasa,2021,80
66113,Sertifikasi K3,2022,
66113,TOEIC,2021,65
66113,IELTS,2023,75
66121,TOEFL,2025,81
66125,Sertifikasi K3,2021,
66125,TOEIC,2020,77
66126,IELTS,2017,92
66126,Microsoft Office,2017,78
66128,Microsoft Office,2021,69
66128,TOEIC,2020,92
66129,Pelatihan Bahasa,2018,89
66129,IELTS,2019,62
66135,TOEFL,2021,79
66135,TOEFL,2020,63
66135,TOEFL,2020,74
66152,TOEFL,2025,85
66152,IELTS,2023,73
66163,Sertifikat Kompetensi,2022,66
66166,Pelatihan Bahasa,2023,81
66166,Pelatihan Bahasa,2024,87
66166,Pelatihan Bahasa,2024,60
66169,TOEIC,2025,88
66169,Sertifikasi K3,2023,
66169,Pelatihan Bahasa,2024,79
66173,IELTS,2022,73
66173,TOEIC,2020,99
66175,Sertifikat Kompetensi,2023,75
66175,Sertifikasi K3,2021,
66175,Sertifikat Kompetensi,2021,88
66183,Microsoft Office,2023,81
66183,TOEFL,2022,83
66183,IELTS,2023,98
66184,IELTS,2020,80
66184,TOEFL,2020,68
66184,Pelatihan Bahasa,2020,87
66197,Pelatihan Bahasa,2024,60
66197,TOEIC,2024,93
66200,Sertifikasi K3,2025,
66200,IELTS,2023,67
66200,Pelatihan Bahasa,2025,73
66201,TOEIC,2019,70
66201,TOEIC,2019,96
66202,Sertifikat Kompetensi,2025,98
66202,TOEFL,2025,94
66204,TOEFL,2023,60
66204,TOEFL,2022,96
66204,TOEFL,2022,83
66208,Microsoft Office,2019,83
66211,Pelatihan Bahasa,2023,86
66217,Microsoft Office,2022,79
66228,Sertifikasi K3,2020,
66228,TOEFL,2022,97
66245,Microsoft Office,2025,93
66246,Pelatihan Bahasa,2020,62
66246,Sertifikat Kompetensi,2022,89
66250,TOEIC,2024,68
66250,TOEFL,2024,97
66258,IELTS,2023,97
66258,Microsoft Office,2023,88
66258,TOEIC,2025,83
66263,TOEIC,2021,99
66264,Sertifikat Kompetensi,2022,76
66264,TOEFL,2022,91
66266,Sertifikat Kompetensi,2025,97
66266,TOEFL,2024,71
66266,Sertifikasi K3,2025,
66276,TOEFL,2022,66
66276,IELTS,2020,72
66277,Sertifikat Kompetensi,2024,69
66280,Sertifikasi K3,2018,
66280,TOEFL,2019,98
66280,TOEIC,2018,94
66285,TOEIC,2025,62
66285,Microsoft Office,2025,97
66285,Microsoft Office,2024,91
66290,TOEFL,2023,83
66290,TOEIC,2023,98
66290,Sertifikat Kompetensi,2025,93
66293,Pelatihan Bahasa,2023,87
66293,TOEFL,2024,95
66294,Sertifikat Kompetensi,2018,93
66294,TOEIC,2017,76
66295,Pelatihan Bahasa,2025,86
66295,IELTS,2025,66
66295,TOEIC,2023,69
66297,Sertifikasi K3,2024,
66297,TOEIC,2024,93
66311,TOEFL,2020,66
66315,TOEFL,2021,76
66317,Sertifikasi K3,2020,
66320,Microsoft Office,2023,94
66330,Pelatihan Bahasa,2023,90
66330,IELTS,2024,70
66334,Pelatihan Bahasa,2023,97
66334,TOEFL,2023,88
66339,Sertifikasi K3,2024,
66339,Sertifikat Kompetensi,2023,65
66339,IELTS,2024,97
66345,Microsoft Office,2023,67
66345,Sertifikat Kompetensi,2023,62
66345,TOEFL,2024,84
66348,TOEFL,2025,77
66348,Sertifikasi K3,2025,
66349,Sertifikasi K3,2023,
66350,Sertifikat Kompetensi,2021,73
66350,Sertifikasi K3,2023,
66352,IELTS,2025,78
66352,IELTS,2025,87
66352,TOEFL,2023,90
66355,IELTS,2018,86
66355,TOEFL,2017,95
66359,TOEFL,2024,79
66363,TOEFL,2022,81
66363,TOEFL,2020,70
66363,TOEIC,2020,90
66365,TOEFL,2018,88
66365,Sertifikasi K3,2019,
66366,Sertifikasi K3,2022,
66366,TOEFL,2022,75
66368,Pelatihan Bahasa,2023,62
66372,Pelatihan Bahasa,2022,79
66388,Sertifikasi K3,2017,
66388,Sertifikat Kompetensi,2017,96
66388,TOEFL,2019,68
66395,Microsoft Office,2021,97
66402,TOEFL,2023,63
66402,TOEIC,2023,89
66402,TOEFL,2024,66
66409,Sertifikasi K3,2024,
66409,Sertifikasi K3,2025,
66409,Pelatihan Bahasa,2025,88
66410,IELTS,2025,97
66410,Pelatihan Bahasa,2024,80
66410,TOEFL,2025,94
66426,TOEFL,2017,75
66434,Sertifikat Kompetensi,2023,69
66437,Sertifikasi K3,2021,
66437,TOEFL,2023,83
66437,Sertifikasi K3,2022,
66440,TOEIC,2023,79
66440,Sertifikat Kompetensi,2024,94
66440,Sertifikat Kompetensi,2024,97
66449,IELTS,2023,84
66457,IELTS,2023,79
66457,Sertifikasi K3,2023,
66457,TOEIC,2023,66
66458,Sertifikat Kompetensi,2017,66
66482,Sertifikat Kompetensi,2022,89
66482,Microsoft Office,2022,99
66490,Sertifikat Kompetensi,2021,92
66490,IELTS,2022,81
66493,TOEFL,2021,90
66496,Sertifikat Kompetensi,2021,81
66496,Pelatihan Bahasa,2021,71
66496,IELTS,2023,65
66497,TOEFL,2019,87
66497,TOEFL,2018,92
66497,TOEIC,2018,86
66501,TOEIC,2023,93
66506,IELTS,2024,93
66506,IELTS,2023,74
66520,Microsoft Office,2020,78
66527,IELTS,2021,93
66527,Microsoft Office,2023,88
66528,Sertifikat Kompetensi,2022,92
66528,Pelatihan Bahasa,2023,65
66534,IELTS,2020,95
66536,Microsoft Office,2021,66
66536,TOEIC,2021,64
66536,IELTS,2023,87
66537,Pelatihan Bahasa,2022,86
66546,TOEFL,2020,98
66550,Microsoft Office,2023,79
66550,Sertifikat Kompetensi,2025,98
66551,Sertifikat Kompetensi,2023,70
66551,Sertifikat Kompetensi,2022,85
66551,IELTS,2021,91
66559,Pelatihan Bahasa,2022,77
66560,Pelatihan Bahasa,2021,82
66563,Pelatihan Bahasa,2017,77
66563,TOEIC,2019,81
66574,Microsoft Office,2021,72
66574,TOEFL,2020,73
66574,Sertifikat Kompetensi,2022,98
66583,IELTS,2022,85
66596,IELTS,2025,73
66596,TOEIC,2023,95
66596,TOEIC,2025,73
66601,Pelatihan Bahasa,2024,94
66605,Sertifikasi K3,2025,
66612,TOEFL,2020,73
66612,TOEIC,2022,71
66619,Microsoft Office,2021,61
66619,Pelatihan Bahasa,2021,85
66619,IELTS,2021,91
66625,TOEFL,2024,69
66625,Pelatihan Bahasa,2024,87
66632,Sertifikasi K3,2023,
66634,TOEIC,2021,63
66641,IELTS,2020,71
66641,Sertifikasi K3,2022,
66641,IELTS,2020,73
66642,IELTS,2021,93
66645,TOEFL,2021,78
66651,Pelatihan Bahasa,2025,87
66651,Sertifikat Kompetensi,2023,80
66653,Pelatihan Bahasa,2025,60
66653,Sertifikat Kompetensi,2025,94
66653,IELTS,2023,60
66656,Sertifikat Kompetensi,2017,94
66656,Microsoft Office,2017,90
66660,Microsoft Office,2021,82
66660,TOEIC,2022,71
66663,Pelatihan Bahasa,2017,97
66674,TOEIC,2024,72
66674,TOEIC,2024,88
66675,TOEIC,2021,71
66675,Sertifikat Kompetensi,2020,79
66681,Microsoft Office,2022,87
66687,TOEIC,2021,86
66701,IELTS,2023,67
66703,TOEFL,2023,61
66714,Sertifikat Kompetensi,2020,63
66714,Sertifikasi K3,2021,
66714,Sertifikat Kompetensi,2022,63
66730,Sertifikasi K3,2021,
66732,Sertifikasi K3,2025,
66732,TOEFL,2023,96
66733,Sertifikasi K3,2025,
66736,Microsoft Office,2021,84
66736,Microsoft Office,2023,79
66737,TOEIC,2021,81
66737,Pelatihan Bahasa,2023,80
66737,Pelatihan Bahasa,2023,83
66742,Microsoft Office,2025,99
66742,TOEIC,2024,97
66742,Sertifikat Kompetensi,2024,63
66753,Pelatihan Bahasa,2025,98
66758,Sertifikat Kompetensi,2024,87
66766,TOEFL,2025,70
66766,Pelatihan Bahasa,2023,62
66768,Microsoft Office,2024,78
66768,TOEFL,2023,70
66768,IELTS,2024,76
66772,TOEIC,2022,92
66779,TOEIC,2024,94
66779,Pelatihan Bahasa,2023,67
66792,Sertifikat Kompetensi,2019,77
66792,TOEIC,2019,69
66794,Sertifikasi K3,2023,
66794,IELTS,2023,67
66794,Pelatihan Bahasa,2023,97
66798,Sertifikasi K3,2023,
66798,Sertifikasi K3,2023,
66799,TOEFL,2025,94
66799,TOEFL,2024,67
66799,Sertifikasi K3,2025,
66801,TOEIC,2025,74
66802,Microsoft Office,2024,74
66802,Sertifikasi K3,2022,
66802,TOEIC,2024,87
66812,TOEIC,2022,88
66812,TOEFL,2023,84
66812,TOEIC,2021,98
66817,TOEIC,2023,68
66817,IELTS,2023,99
66826,Pelatihan Bahasa,2021,75
66827,Sertifikat Kompetensi,2019,87
66829,Microsoft Office,2021,67
66832,IELTS,2022,69
66838,Pelatihan Bahasa,2022,93
66858,IELTS,2025,93
66859,Pelatihan Bahasa,2017,81
66859,TOEFL,2019,89
66859,Sertifikasi K3,2017,
66861,TOEIC,2020,91
66861,TOEFL,2020,94
66861,TOEIC,2022,61
66882,Microsoft Office,2021,64
66882,Sertifikasi K3,2021,
66882,Sertifikasi K3,2023,
66884,Sertifikat Kompetensi,2024,94
66884,TOEFL,2024,90
66884,TOEIC,2025,81
66889,TOEIC,2023,73
66889,Microsoft Office,2023,83
66889,Pelatihan Bahasa,2023,85
66890,TOEIC,2023,96
66890,Sertifikat Kompetensi,2025,80
66891,TOEFL,2022,86
66891,Sertifikasi K3,2020,
66891,TOEIC,2021,88
66893,Sertifikat Kompetensi,2022,83
66893,IELTS,2022,66
66893,TOEIC,2022,75
66895,IELTS,2022,82
66897,TOEIC,2023,99
66909,TOEFL,2025,73
66909,IELTS,2023,71
66921,Sertifikasi K3,2022,
66921,TOEIC,2021,85
66939,Sertifikat Kompetensi,2022,74
66944,TOEFL,2023,73
66944,Sertifikat Kompetensi,2024,81
66953,TOEIC,2025,83
66963,TOEFL,2022,68
66963,Sertifikat Kompetensi,2023,72
66963,Sertifikat Kompetensi,2022,72
66964,Sertifikasi K3,2024,
66964,Pelatihan Bahasa,2023,60
66967,TOEFL,2021,73
66974,TOEFL,2017,66
66974,TOEIC,2018,80
66974,Pelatihan Bahasa,2019,87
66976,Microsoft Office,2017,85
66976,IELTS,2017,86
66984,Sertifikasi K3,2022,
66984,TOEFL,2022,81
67003,TOEFL,2025,81
67003,Pelatihan Bahasa,2024,71
67003,Microsoft Office,2024,86
67004,TOEIC,2022,68
67004,IELTS,2022,94
67006,TOEIC,2017,87
67010,Sertifikat Kompetensi,2023,85
67017,Sertifikat Kompetensi,2023,74
67017,TOEFL,2025,68
67021,Microsoft Office,2021,78
67021,Pelatihan Bahasa,2020,71
67021,Sertifikasi K3,2022,
67027,Pelatihan Bahasa,2024,69
67027,Microsoft Office,2023,65
67029,TOEFL,2020,68
67043,Pelatihan Bahasa,2022,69
67043,IELTS,2022,77
67043,TOEFL,2021,77
67045,Pelatihan Bahasa,2025,88
67045,IELTS,2025,66
67047,TOEFL,2019,78
67047,Sertifikat Kompetensi,2017,89
67047,IELTS,2018,68
67054,TOEFL,2024,91
67054,TOEFL,2023,97
67054,TOEIC,2022,62
67055,Microsoft Office,2021,71
67055,Pelatihan Bahasa,2021,83
67056,Sertifikat Kompetensi,2021,70
67061,Pelatihan Bahasa,2023,85
67061,Sertifikasi K3,2023,
67061,Sertifikat Kompetensi,2025,60
67063,Pelatihan Bahasa,2019,66
67063,TOEFL,2018,67
67063,TOEFL,2017,76
67073,Pelatihan Bahasa,2023,70
67082,Pelatihan Bahasa,2023,80
67082,Sertifikasi K3,2023,
67084,Sertifikasi K3,2020,
67084,Sertifikat Kompetensi,2022,75
67084,Sertifikasi K3,2020,
67085,TOEFL,2024,77
67087,Sertifikat Kompetensi,2018,98
67087,TOEFL,2019,78
67087,Pelatihan Bahasa,2017,72
67099,Sertifikasi K3,2022,
67100,TOEFL,2023,86
67100,Sertifikasi K3,2021,
67100,Microsoft Office,2022,80
67101,Sertifikasi K3,2021,
67101,Microsoft Office,2020,60
67101,Sertifikat Kompetensi,2022,85
67104,TOEIC,2021,75
67104,TOEIC,2021,71
67113,Sertifikat Kompetensi,2023,67
67118,Sertifikasi K3,2022,
67118,IELTS,2021,92
67120,IELTS,2025,73
67120,Pelatihan Bahasa,2024,89
67120,TOEIC,2024,83
67124,TOEFL,2022,65
67135,Pelatihan Bahasa,2022,70
67135,Pelatihan Bahasa,2023,63
67139,IELTS,2018,92
67139,IELTS,2019,64
67139,Sertifikasi K3,2017,
67143,Sertifikasi K3,2022,
67150,Sertifikat Kompetensi,2020,88
67150,Pelatihan Bahasa,2022,77
67150,TOEFL,2020,65
67170,Microsoft Office,2023,92
67170,Sertifikasi K3,2022,
67176,IELTS,2021,83
67176,IELTS,2020,76
67176,Pelatihan Bahasa,2020,87
67178,TOEFL,2019,82
67178,TOEFL,2019,83
67178,Microsoft Office,2018,65
67189,Sertifikat Kompetensi,2023,66
67189,Microsoft Office,2023,68
67190,Microsoft Office,2021,99
67190,Sertifikat Kompetensi,2021,95
67194,Sertifikasi K3,2022,
67194,Sertifikat Kompetensi,2023,63
67194,Pelatihan Bahasa,2021,78
67201,IELTS,2023,65
67203,Sertifikat Kompetensi,2017,60
67203,TOEIC,2019,90
67203,Sertifikasi K3,2018,
67207,TOEIC,2023,78
67207,TOEFL,2025,81
67214,Sertifikasi K3,2021,
67214,Microsoft Office,2021,69
67215,Pelatihan Bahasa,2022,62
67215,IELTS,2022,94
67217,Pelatihan Bahasa,2022,92
67219,Sertifikat Kompetensi,2021,64
67219,Pelatihan Bahasa,2021,65
67224,IELTS,2017,78
67230,Pelatihan Bahasa,2017,92
67230,Microsoft Office,2017,97
67230,Sertifikasi K3,2019,
67232,TOEFL,2022,64
67239,Pelatihan Bahasa,2025,91
67239,TOEIC,2023,93
67243,TOEIC,2021,94
67243,IELTS,2022,69
67243,TOEIC,2023,77
67244,Pelatihan Bahasa,2019,64
67244,Microsoft Office,2019,66
67244,TOEFL,2018,76
67251,Sertifikat Kompetensi,2025,82
67251,TOEIC,2023,65
67255,IELTS,2024,80
67255,TOEFL,2025,69
67255,Pelatihan Bahasa,2024,81
67274,IELTS,2022,79
67274,TOEFL,2022,60
67274,Pelatihan Bahasa,2021,79
67280,Pelatihan Bahasa,2022,64
67280,Sertifikat Kompetensi,2022,81
67280,TOEFL,2021,82
67287,TOEFL,2025,62
67287,TOEFL,2025,74
67287,Pelatihan Bahasa,2025,93
67290,TOEFL,2020,63
67300,Sertifikasi K3,2017,
67300,Pelatihan Bahasa,2019,92
67300,Sertifikat Kompetensi,2017,80
67301,TOEIC,2019,72
67301,Microsoft Office,2019,61
67301,TOEFL,2018,74
67306,Sertifikasi K3,2025,
67319,Microsoft Office,2024,65
67319,IELTS,2023,92
67324,Pelatihan Bahasa,2021,79
67324,IELTS,2023,84
67324,Sertifikat Kompetensi,2022,84
67332,IELTS,2025,98
67332,Sertifikat Kompetensi,2025,72
67336,IELTS,2023,60
67336,Sertifikasi K3,2024,
67338,Sertifikat Kompetensi,2024,82
67338,IELTS,2023,96
67347,Sertifikasi K3,2017,
67347,Microsoft Office,2019,97
67351,IELTS,2020,67
67351,Sertifikasi K3,2022,
67351,Sertifikat Kompetensi,2021,81
67353,TOEIC,2017,67
67357,Pelatihan Bahasa,2025,91
67357,Sertifikasi K3,2024,
67357,Sertifikat Kompetensi,2024,87
67369,Sertifikat Kompetensi,2022,64
67369,Sertifikat Kompetensi,2022,76
67369,Pelatihan Bahasa,2020,61
67378,TOEFL,2022,74
67380,Sertifikasi K3,2025,
67383,IELTS,2022,60
67388,TOEIC,2023,94
67394,Sertifikasi K3,2021,
67394,Sertifikat Kompetensi,2021,70
67395,Microsoft Office,2025,84
67395,Pelatihan Bahasa,2023,70
67401,Microsoft Office,2023,80
67403,Sertifikasi K3,2019,
67403,TOEFL,2017,87
67403,IELTS,2018,68
67406,Pelatihan Bahasa,2023,89
67406,Microsoft Office,2023,63
67422,Sertifikasi K3,2023,
67424,Sertifikasi K3,2019,
67424,TOEFL,2017,65
67424,TOEFL,2019,71
67428,Sertifikat Kompetensi,2023,83
67435,Pelatihan Bahasa,2021,76
67435,Pelatihan Bahasa,2020,85
67435,TOEIC,2021,84
67436,Sertifikasi K3,2022,
67444,Sertifikat Kompetensi,2019,95
67444,IELTS,2017,91
67444,IELTS,2018,93
67451,Sertifikat Kompetensi,2025,95
67453,Microsoft Office,2025,80
67454,Microsoft Office,2019,60
67454,IELTS,2017,74
67460,Sertifikat Kompetensi,2023,81
67460,Sertifikat Kompetensi,2023,60
67464,Pelatihan Bahasa,2025,60
67464,TOEFL,2024,82
67467,Sertifikasi K3,2017,
67467,TOEIC,2017,73
67467,IELTS,2017,88
67474,Sertifikasi K3,2022,
67477,Pelatihan Bahasa,2021,88
67477,IELTS,2021,69
67479,Sertifikat Kompetensi,2023,99
67479,Microsoft Office,2022,74
67479,IELTS,2021,90
67481,IELTS,2022,75
67493,Microsoft Office,2024,97
67494,TOEFL,2023,67
67494,Sertifikasi K3,2025,
67496,Pelatihan Bahasa,2021,79
67497,TOEFL,2024,84
67513,Sertifikat Kompetensi,2025,71
67513,IELTS,2023,79
67513,TOEIC,2024,68
67519,Sertifikat Kompetensi,2025,87
67519,Pelatihan Bahasa,2024,69
67519,IELTS,2025,61
67521,Pelatihan Bahasa,2025,72
67521,Sertifikat Kompetensi,2024,84
67521,Pelatihan Bahasa,2025,84
67522,Sertifikasi K3,2018,
67522,Pelatihan Bahasa,2019,65
67531,Sertifikat Kompetensi,2021,92
67531,TOEFL,2021,87
67533,IELTS,2024,97
67533,TOEIC,2023,62
67541,TOEFL,2020,97
67550,TOEFL,2022,79
67552,TOEFL,2025,88
67552,Sertifikat Kompetensi,2023,78
67552,TOEIC,2023,80
67556,Microsoft Office,2020,67
67556,IELTS,2022,93
67556,TOEFL,2021,61
67559,Sertifikasi K3,2023,
67559,Sertifikasi K3,2025,
67559,TOEIC,2023,68
67569,TOEFL,2022,80
67569,Pelatihan Bahasa,2022,73
67575,Sertifikasi K3,2022,
67575,Sertifikasi K3,2021,
67575,Sertifikasi K3,2021,
67576,TOEFL,2019,91
67588,Pelatihan Bahasa,2025,66
67588,Sertifikasi K3,2023,
67588,Microsoft Office,2025,97
67594,TOEFL,2021,89
67597,IELTS,2024,73
67597,Pelatihan Bahasa,2025,66
67597,TOEIC,2025,82
67598,Sertifikat Kompetensi,2021,94
67599,Sertifikat Kompetensi,2024,64
67599,Pelatihan Bahasa,2023,91
67601,Sertifikat Kompetensi,2021,78
67602,Sertifikasi K3,2022,
67602,TOEFL,2020,71
67602,Microsoft Office,2020,97
67609,IELTS,2025,71
67609,IELTS,2025,69
67609,Sertifikat Kompetensi,2024,75
67628,Sertifikasi K3,2022,
67629,TOEIC,2023,95
67632,Pelatihan Bahasa,2017,76
67632,Pelatihan Bahasa,2019,68
67635,Microsoft Office,2021,95
67635,Sertifikasi K3,2020,
67636,Pelatihan Bahasa,2022,78
67652,Pelatihan Bahasa,2023,76
67652,TOEFL,2024,76
67652,Microsoft Office,2024,63
67654,TOEIC,2024,99
67656,IELTS,2025,73
67665,Pelatihan Bahasa,2021,66
67665,Sertifikat Kompetensi,2022,95
67665,TOEFL,2022,80
67682,TOEIC,2023,73
67683,Microsoft Office,2021,76
67683,Pelatihan Bahasa,2023,95
67684,Microsoft Office,2024,83
67688,IELTS,2023,85
67688,Sertifikasi K3,2023,
67688,TOEFL,2023,93
67696,TOEFL,2020,95
67696,Sertifikat Kompetensi,2022,68
67700,Microsoft Office,2021,94
67713,TOEIC,2023,62
67718,TOEFL,2018,97
67718,Pelatihan Bahasa,2018,65
67718,TOEIC,2019,61
67722,Sertifikasi K3,2023,
67722,Sertifikat Kompetensi,2025,63
67722,TOEFL,2024,69
67723,Pelatihan Bahasa,2023,75
67723,IELTS,2025,65
67723,Microsoft Office,2024,73
67731,Microsoft Office,2023,98
67731,IELTS,2023,73
67735,Sertifikat Kompetensi,2020,88
67735,Sertifikasi K3,2020,
67735,Microsoft Office,2020,82
67736,Pelatihan Bahasa,2023,92
67747,Sertifikat Kompetensi,2025,96
67747,TOEFL,2023,60
67747,IELTS,2025,87
67750,Sertifikat Kompetensi,2019,60
67755,Pelatihan Bahasa,2018,60
67755,TOEFL,2019,72
67755,Pelatihan Bahasa,2019,69
67756,Pelatihan Bahasa,2022,75
67756,TOEIC,2021,87
67756,Pelatihan Bahasa,2022,75
67757,IELTS,2022,77
67757,IELTS,2020,84
67761,Sertifikasi K3,2023,
67762,IELTS,2021,79
67762,TOEFL,2021,89
67762,Sertifikat Kompetensi,2021,68
67763,Sertifikasi K3,2020,
67763,TOEIC,2020,61
67772,Sertifikasi K3,2022,
67784,TOEIC,2017,75
67784,Sertifikat Kompetensi,2018,86
67789,Pelatihan Bahasa,2020,97
67789,IELTS,2020,65
67789,TOEIC,2022,65
67791,IELTS,2023,92
67791,TOEFL,2025,99
67793,Pelatihan Bahasa,2023,77
67804,Microsoft Office,2022,67
67805,Sertifikasi K3,2021,
67805,Microsoft Office,2020,93
67805,Microsoft Office,2021,63
67809,TOEIC,2017,80
67809,Sertifikasi K3,2019,
67809,Sertifikat Kompetensi,2019,81
67814,Microsoft Office,2021,67
67814,Sertifikasi K3,2021,
67814,Sertifikat Kompetensi,2021,81
67817,Pelatihan Bahasa,2023,83
67817,Sertifikat Kompetensi,2023,78
67817,TOEFL,2021,83
67826,TOEIC,2021,87
67826,Microsoft Office,2023,67
67826,Microsoft Office,2021,89
67828,TOEIC,2022,83
67828,Sertifikat Kompetensi,2021,91
67828,Sertifikat Kompetensi,2020,76
67830,TOEFL,2023,67
67830,TOEIC,2022,76
67832,Sertifikat Kompetensi,2022,76
67832,IELTS,2022,92
67833,IELTS,2025,99
67834,Pelatihan Bahasa,2024,97
67834,Sertifikat Kompetensi,2025,75
67834,Sertifikat Kompetensi,2025,79
67835,Microsoft Office,2021,94
67835,Sertifikasi K3,2021,
67836,TOEFL,2021,72
67836,TOEIC,2021,91
67838,Sertifikat Kompetensi,2023,77
67838,Pelatihan Bahasa,2023,95
67845,Sertifikasi K3,2021,
67849,TOEFL,2022,91
67852,Sertifikat Kompetensi,2022,61
67852,Microsoft Office,2023,62
67852,IELTS,2023,77
67856,TOEFL,2023,67
67856,TOEIC,2025,81
67857,Microsoft Office,2025,76
67862,Sertifikasi K3,2021,
67871,Pelatihan Bahasa,2020,97
67871,Microsoft Office,2020,60
67872,Pelatihan Bahasa,2025,93
67888,Pelatihan Bahasa,2023,70
67888,IELTS,2025,73
67888,IELTS,2023,66
67891,Sertifikasi K3,2020,
67893,Sertifikasi K3,2025,
67893,Sertifikasi K3,2024,
67897,Sertifikasi K3,2022,
67897,Sertifikasi K3,2020,
67898,Microsoft Office,2021,63
67898,Pelatihan Bahasa,2021,71
67898,Sertifikat Kompetensi,2021,81
67904,Microsoft Office,2017,81
67910,Microsoft Office,2024,72
67910,TOEFL,2025,70
67910,Sertifikasi K3,2023,
67921,TOEIC,2023,74
67921,Sertifikat Kompetensi,2022,66
67921,IELTS,2022,60
67929,TOEFL,2022,63
67929,TOEIC,2023,92
67934,Sertifikasi K3,2025,
67940,Sertifikat Kompetensi,2022,78
67943,TOEIC,2019,68
67943,TOEFL,2018,63
67943,Sertifikasi K3,2017,
67946,TOEIC,2023,91
67950,Pelatihan Bahasa,2022,91
67950,Microsoft Office,2021,65
67951,IELTS,2024,85
67956,IELTS,2023,85
67956,TOEFL,2024,98
67956,IELTS,2023,94
67973,TOEIC,2022,77
67973,TOEIC,2021,70
67973,Pelatihan Bahasa,2021,75
67975,Sertifikat Kompetensi,2023,79
67976,Pelatihan Bahasa,2019,63
67976,Sertifikasi K3,2019,
67979,Sertifikat Kompetensi,2024,97
67979,Microsoft Office,2024,82
67980,Microsoft Office,2021,94
67980,IELTS,2022,76
67981,TOEFL,2023,92
67987,IELTS,2021,83
67988,TOEFL,2020,75
67991,TOEFL,2021,65
67991,Sertifikasi K3,2022,
67993,TOEFL,2019,89
67993,Sertifikasi K3,2018,
67995,TOEIC,2024,75
67995,Microsoft Office,2023,75
67995,Pelatihan Bahasa,2024,80
68000,TOEIC,2017,64
68000,IELTS,2017,63
68002,IELTS,2023,94
68002,Pelatihan Bahasa,2021,98
68004,Sertifikasi K3,2021,
68004,Sertifikat Kompetensi,2022,62
68004,Sertifikat Kompetensi,2020,60
68005,IELTS,2025,80
68005,Pelatihan Bahasa,2023,78
68008,Sertifikat Kompetensi,2018,71
68008,Sertifikat Kompetensi,2018,78
68008,TOEIC,2017,70
68010,TOEIC,2023,64
68011,TOEFL,2025,72
68013,Microsoft Office,2020,96
68013,Sertifikasi K3,2022,
68015,IELTS,2022,89
68015,TOEFL,2022,71
68020,TOEFL,2024,81
68020,TOEIC,2025,69
68020,IELTS,2025,82
68024,TOEFL,2025,93
68024,Pelatihan Bahasa,2025,90
68043,IELTS,2023,99
68043,Sertifikat Kompetensi,2023,67
68045,TOEIC,2021,63
68048,TOEFL,2020,85
68048,Pelatihan Bahasa,2020,82
68054,TOEFL,2025,65
68054,TOEFL,2023,99
68054,Pelatihan Bahasa,2024,98
68064,Sertifikasi K3,2024,
68064,TOEFL,2025,78
68064,Pelatihan Bahasa,2025,97
68065,Sertifikat Kompetensi,2023,63
68071,Microsoft Office,2018,83
68071,Pelatihan Bahasa,2018,66
68075,Microsoft Office,2023,80
68075,Sertifikat Kompetensi,2023,91
68075,Microsoft Office,2022,68
68085,IELTS,2017,89
68086,Pelatihan Bahasa,2024,91
68086,Pelatihan Bahasa,2025,64
68086,Sertifikat Kompetensi,2023,60
68094,Sertifikasi K3,2019,
68094,TOEFL,2017,90
68094,Pelatihan Bahasa,2017,73
68100,Sertifikat Kompetensi,2022,60
68100,IELTS,2023,78
68100,TOEIC,2024,86
68124,IELTS,2021,97
68124,Microsoft Office,2023,99
68124,Sertifikat Kompetensi,2021,93
68130,Sertifikat Kompetensi,2022,62
68134,Sertifikat Kompetensi,2023,87
68134,Pelatihan Bahasa,2021,97
68134,Pelatihan Bahasa,2022,63
68141,IELTS,2025,84
68141,Pelatihan Bahasa,2023,60
