profesi_id,program_id,gelombang_id,angkatan,tahun_program,kode_profesi,nama_profesi,jenjang,kota_rekrutmen,tgl_buka,tgl_tutup,min_ipk,umur_maks,sumber_rekrutmen,jenis_program,penempatan,status_sumber,kuota,diterima_target
F00116,P0040,G2019-072,72,2019,72.116,REKRUTMEN PLN GROUP TINGKAT S1/D-IV & D3 LOKASI PALEMBANG,S2,Seluruh Indonesia,,,3.0,30,mandiri,REGULER,INDUK,DIMODELKAN,1,1
F00117,P0041,G2019-072,72,2019,72.117,REKRUTMEN PLN GROUP TINGKAT S1/D-IV & D3 LOKASI YOGYAKARTA,S1/D-IV,Seluruh Indonesia,,,3.0,27,mandiri,REGULER,INDUK,DIMODELKAN,20,20
F00118,P0041,G2019-072,72,2019,72.118,REKRUTMEN PLN GROUP TINGKAT S1/D-IV & D3 LOKASI YOGYAKARTA,D-III,Seluruh Indonesia,,,3.0,25,mandiri,REGULER,INDUK,DIMODELKAN,11,11
F00119,P0041,G2019-072,72,2019,72.119,REKRUTMEN PLN GROUP TINGKAT S1/D-IV & D3 LOKASI YOGYAKARTA,S2,Seluruh Indonesia,,,3.0,30,mandiri,REGULER,INDUK,DIMODELKAN,1,1
F00120,P0042,G2019-073,73,2019,73.120,REKRUTMEN PLN GROUP TINGKAT S2 INDONESIA CAREER EVENING 2019,S2,Seluruh Indonesia,,,3.0,30,mandiri,S2,SUBHOLDING,DIMODELKAN,1,1
F00121,P0043,G2020-074,74,2020,3.1.2.S1,Enjiniring Distribusi,S1/D-IV,Kota Jayapura,2020-12-30,2021-01-09,2.75,30,rbb,RBB,INDUK,NYATA,163,163
F00122,P0043,G2020-074,74,2020,2.1.2.S1,Enjiniring Transmisi dan Gardu Induk,S1/D-IV,Kota Jayapura,2020-12-30,2021-01-09,2.75,30,rbb,RBB,INDUK,NYATA,162,162
F00123,P0044,G2021-075,75,2021,75.123,PPB/RBB nasional 2021 (tidak terekam di katalog PLN),S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,INDUK,DIMODELKAN,468,468
F00124,P0044,G2021-075,75,2021,75.124,PPB/RBB nasional 2021 (tidak terekam di katalog PLN),D-III,Seluruh Indonesia,,,3.0,27,rbb,RBB,INDUK,DIMODELKAN,207,207
F00125,P0044,G2021-075,75,2021,75.125,PPB/RBB nasional 2021 (tidak terekam di katalog PLN),S2,Seluruh Indonesia,,,3.0,30,rbb,RBB,INDUK,DIMODELKAN,14,14
F00126,P0045,G2022-008,8,2022,ICON.15.S1,Pembangunan dan Aktivasi (Icon+),S1/D-IV,Kota Administrasi Jakarta Selatan,2022-03-30,2022-04-08,3.0,27,mandiri,REGULER,SUBHOLDING,NYATA,184,184
F00127,P0045,G2022-008,8,2022,ICON.14.S1,Pemeliharaan dan Aset (Icon+),S1/D-IV,Kota Administrasi Jakarta Selatan,2022-03-30,2022-04-08,3.0,27,mandiri,REGULER,SUBHOLDING,NYATA,184,184
F00128,P0046,G2022-009,9,2022,2.1.2.S2,Enjiniring Transmisi dan Gardu Induk,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,40,mandiri,PRO_HIRE,SUBHOLDING,NYATA,0,0
F00129,P0046,G2022-009,9,2022,1.2.2.S2,Enjiniring Pembangkitan,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,40,mandiri,PRO_HIRE,SUBHOLDING,NYATA,0,0
F00130,P0046,G2022-009,9,2022,4.4.1.S2,Teknologi Informasi,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,40,mandiri,PRO_HIRE,SUBHOLDING,NYATA,0,0
F00131,P0046,G2022-009,9,2022,4.8.5.S2,Manajemen Perusahaan,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,40,mandiri,PRO_HIRE,SUBHOLDING,NYATA,0,0
F00132,P0046,G2022-009,9,2022,3.2.1.S2,Niaga,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,40,mandiri,PRO_HIRE,SUBHOLDING,NYATA,0,0
F00133,P0047,G2022-078,78,2022,4.3.1.S2,Hukum,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,30,mandiri,S2,SUBHOLDING,NYATA,11,11
F00134,P0047,G2022-078,78,2022,4.4.1.S2,Teknologi Informasi,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,30,mandiri,S2,SUBHOLDING,NYATA,11,11
F00135,P0047,G2022-078,78,2022,1.2.2.S2,Enjiniring Pembangkitan,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,30,mandiri,S2,SUBHOLDING,NYATA,10,10
F00136,P0047,G2022-078,78,2022,4.4.3.S2,Data Analitik,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,30,mandiri,S2,SUBHOLDING,NYATA,10,10
F00137,P0047,G2022-078,78,2022,4.4.2.S2,Manajemen Digital,S2,Kota Administrasi Jakarta Selatan,2022-10-07,2022-10-16,3.0,30,mandiri,S2,SUBHOLDING,NYATA,10,10
F00138,P0048,G2022-079,79,2022,79.138,Reguler D3 & S1/D4 2022 gelombang I (tidak terekam di katalog PLN),S1/D-IV,Seluruh Indonesia,,,3.0,27,mandiri,REGULER,INDUK,DIMODELKAN,221,221
F00139,P0048,G2022-079,79,2022,79.139,Reguler D3 & S1/D4 2022 gelombang I (tidak terekam di katalog PLN),D-III,Seluruh Indonesia,,,3.0,25,mandiri,REGULER,INDUK,DIMODELKAN,93,93
F00140,P0048,G2022-079,79,2022,79.140,Reguler D3 & S1/D4 2022 gelombang I (tidak terekam di katalog PLN),S2,Seluruh Indonesia,,,3.0,30,mandiri,REGULER,INDUK,DIMODELKAN,31,31
F00141,P0049,G2022-080,80,2022,80.141,Reguler D3 & S1/D4 2022 gelombang II (tidak terekam di katalog PLN),S1/D-IV,Seluruh Indonesia,,,3.0,27,mandiri,REGULER,INDUK,DIMODELKAN,220,220
F00142,P0049,G2022-080,80,2022,80.142,Reguler D3 & S1/D4 2022 gelombang II (tidak terekam di katalog PLN),D-III,Seluruh Indonesia,,,3.0,25,mandiri,REGULER,INDUK,DIMODELKAN,93,93
F00143,P0049,G2022-080,80,2022,80.143,Reguler D3 & S1/D4 2022 gelombang II (tidak terekam di katalog PLN),S2,Seluruh Indonesia,,,3.0,30,mandiri,REGULER,INDUK,DIMODELKAN,31,31
F00144,P0052,G2023-081,81,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kabupaten Manokwari,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00145,P0052,G2023-081,81,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kabupaten Manokwari,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00146,P0052,G2023-081,81,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kabupaten Manokwari,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00147,P0052,G2023-081,81,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kabupaten Manokwari,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00148,P0052,G2023-081,81,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kabupaten Manokwari,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00149,P0052,G2023-081,81,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kabupaten Manokwari,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00150,P0051,G2023-081,81,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kota Jayapura,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00151,P0051,G2023-081,81,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kota Jayapura,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00152,P0051,G2023-081,81,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kota Jayapura,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00153,P0051,G2023-081,81,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kota Jayapura,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00154,P0051,G2023-081,81,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kota Jayapura,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00155,P0051,G2023-081,81,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kota Jayapura,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00156,P0053,G2023-081,81,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kabupaten Merauke,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00157,P0053,G2023-081,81,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kabupaten Merauke,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00158,P0053,G2023-081,81,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kabupaten Merauke,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00159,P0053,G2023-081,81,2023,1.2.1.S1,Perencanaan Pembangkitan,S1/D-IV,Kabupaten Merauke,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00160,P0053,G2023-081,81,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kabupaten Merauke,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00161,P0053,G2023-081,81,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kabupaten Merauke,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00162,P0054,G2023-081,81,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kota Nabire,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00163,P0054,G2023-081,81,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kota Nabire,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00164,P0054,G2023-081,81,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kota Nabire,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00165,P0054,G2023-081,81,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kota Nabire,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00166,P0054,G2023-081,81,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kota Nabire,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00167,P0054,G2023-081,81,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kota Nabire,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00168,P0050,G2023-081,81,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kabupaten Biak Numfor,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00169,P0050,G2023-081,81,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kabupaten Biak Numfor,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00170,P0050,G2023-081,81,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kabupaten Biak Numfor,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00171,P0050,G2023-081,81,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kabupaten Biak Numfor,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00172,P0050,G2023-081,81,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kabupaten Biak Numfor,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00173,P0050,G2023-081,81,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kabupaten Biak Numfor,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00174,P0055,G2023-081,81,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kota Sorong,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00175,P0055,G2023-081,81,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kota Sorong,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00176,P0055,G2023-081,81,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kota Sorong,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00177,P0055,G2023-081,81,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kota Sorong,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00178,P0055,G2023-081,81,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kota Sorong,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00179,P0055,G2023-081,81,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kota Sorong,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00180,P0056,G2023-081,81,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kabupaten Mimika,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00181,P0056,G2023-081,81,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kabupaten Mimika,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00182,P0056,G2023-081,81,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kabupaten Mimika,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00183,P0056,G2023-081,81,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kabupaten Mimika,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00184,P0056,G2023-081,81,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kabupaten Mimika,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00185,P0056,G2023-081,81,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kabupaten Mimika,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00186,P0057,G2023-081,81,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kabupaten Jayawijaya,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00187,P0057,G2023-081,81,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kabupaten Jayawijaya,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00188,P0057,G2023-081,81,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kabupaten Jayawijaya,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00189,P0057,G2023-081,81,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kabupaten Jayawijaya,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00190,P0057,G2023-081,81,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kabupaten Jayawijaya,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00191,P0057,G2023-081,81,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kabupaten Jayawijaya,2023-05-22,2023-06-02,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00192,P0058,G2023-082,82,2023,82.192,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE TAHUN 2023,S1/D-IV,Administrasi Jakarta Pusat,2023-07-03,2023-07-17,3.0,27,mandiri,DIASPORA,SUBHOLDING,DIMODELKAN,182,182
F00193,P0058,G2023-082,82,2023,82.193,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE TAHUN 2023,D-III,Administrasi Jakarta Pusat,2023-07-03,2023-07-17,3.0,25,mandiri,DIASPORA,SUBHOLDING,DIMODELKAN,68,68
F00194,P0058,G2023-082,82,2023,82.194,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE TAHUN 2023,S2,Administrasi Jakarta Pusat,2023-07-03,2023-07-17,3.0,30,mandiri,DIASPORA,SUBHOLDING,DIMODELKAN,10,10
F00195,P0059,G2023-082,82,2023,82.195,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED TAHUN 2023,S1/D-IV,Administrasi Jakarta Selatan,2023-07-03,2023-07-17,3.0,27,mandiri,DIASPORA,INDUK,DIMODELKAN,13,13
F00196,P0059,G2023-082,82,2023,82.196,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED TAHUN 2023,D-III,Administrasi Jakarta Selatan,2023-07-03,2023-07-17,3.0,25,mandiri,DIASPORA,INDUK,DIMODELKAN,83,83
F00197,P0059,G2023-082,82,2023,82.197,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA EXPERIENCED TAHUN 2023,S2,Administrasi Jakarta Selatan,2023-07-03,2023-07-17,3.0,30,mandiri,DIASPORA,INDUK,DIMODELKAN,51,51
F00198,P0060,G2023-082,82,2023,82.198,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE TAHUN 2023,S1/D-IV,Administrasi Jakarta Selatan,2023-07-03,2023-07-17,3.0,27,mandiri,DIASPORA,SUBHOLDING,DIMODELKAN,182,182
F00199,P0060,G2023-082,82,2023,82.199,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE TAHUN 2023,D-III,Administrasi Jakarta Selatan,2023-07-03,2023-07-17,3.0,25,mandiri,DIASPORA,SUBHOLDING,DIMODELKAN,68,68
F00200,P0060,G2023-082,82,2023,82.200,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE TAHUN 2023,S2,Administrasi Jakarta Selatan,2023-07-03,2023-07-17,3.0,30,mandiri,DIASPORA,SUBHOLDING,DIMODELKAN,10,10
F00201,P0063,G2023-086,86,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kota Kupang,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00202,P0063,G2023-086,86,2023,4.8.4.S1,Manajemen Keuangan,S1/D-IV,Kota Kupang,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00203,P0063,G2023-086,86,2023,3.1.4.D3,Pemeliharaan Distribusi,D-III,Kota Kupang,2023-10-16,2023-10-25,2.75,25,mandiri,AFIRMASI,INDUK,NYATA,83,83
F00204,P0063,G2023-086,86,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kota Kupang,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00205,P0063,G2023-086,86,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kota Kupang,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00206,P0063,G2023-086,86,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kota Kupang,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,13,13
F00207,P0063,G2023-086,86,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kota Kupang,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00208,P0063,G2023-086,86,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kota Kupang,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00209,P0062,G2023-086,86,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kota Mataram,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00210,P0062,G2023-086,86,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kota Mataram,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00211,P0062,G2023-086,86,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kota Mataram,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00212,P0062,G2023-086,86,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kota Mataram,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00213,P0062,G2023-086,86,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kota Mataram,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00214,P0062,G2023-086,86,2023,4.8.4.S1,Manajemen Keuangan,S1/D-IV,Kota Mataram,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00215,P0062,G2023-086,86,2023,3.1.4.D3,Pemeliharaan Distribusi,D-III,Kota Mataram,2023-10-16,2023-10-25,2.75,25,mandiri,AFIRMASI,INDUK,NYATA,83,83
F00216,P0062,G2023-086,86,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kota Mataram,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00217,P0061,G2023-086,86,2023,2.1.4.S1,Pemeliharaan Transmisi dan Gardu Induk,S1/D-IV,Kota Ambon,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00218,P0061,G2023-086,86,2023,3.1.4.S1,Pemeliharaan Distribusi,S1/D-IV,Kota Ambon,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00219,P0061,G2023-086,86,2023,4.2.5.S1,Manajemen Konstruksi,S1/D-IV,Kota Ambon,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00220,P0061,G2023-086,86,2023,1.2.4.S1,Pemeliharaan Pembangkitan,S1/D-IV,Kota Ambon,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00221,P0061,G2023-086,86,2023,3.2.2.S1,Pemasaran dan Pelayanan Pelanggan,S1/D-IV,Kota Ambon,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00222,P0061,G2023-086,86,2023,4.8.2.S1,Akuntansi,S1/D-IV,Kota Ambon,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00223,P0061,G2023-086,86,2023,4.8.4.S1,Manajemen Keuangan,S1/D-IV,Kota Ambon,2023-10-16,2023-10-25,2.75,27,mandiri,AFIRMASI,INDUK,NYATA,12,12
F00224,P0061,G2023-086,86,2023,3.1.4.D3,Pemeliharaan Distribusi,D-III,Kota Ambon,2023-10-16,2023-10-25,2.75,25,mandiri,AFIRMASI,INDUK,NYATA,83,83
F00225,P0064,G2024-087,87,2024,87.225,"Junior Technician Operasi, Maintenance Sistem Transmisi dan Distribusi Tenaga Listrik",D-III,Seluruh Indonesia,,,3.0,27,rbb,RBB,INDUK,NYATA_RBB,148,148
F00226,P0065,G2024-087,87,2024,87.226,"Junior Technician Pengelolaan Operasi, Pemeliharaan dan Manajemen Aset",D-III,Seluruh Indonesia,,,3.0,27,rbb,RBB,SUBHOLDING,NYATA_RBB,131,131
F00227,P0066,G2024-087,87,2024,87.227,Officer Marketing dan pengelolaan Pelanggan,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,INDUK,NYATA_RBB,198,198
F00228,P0067,G2024-087,87,2024,87.228,Officer Pengelolaan Akuntansi,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,INDUK,NYATA_RBB,198,198
F00229,P0068,G2024-087,87,2024,87.229,Officer Pengelolaan Akuntansi,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,24,24
F00230,P0069,G2024-087,87,2024,87.230,Officer Pengembangan Bisnis,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,24,24
F00231,P0070,G2024-087,87,2024,87.231,Officer Pengembangan Bisnis dan Perencanaan Korporat,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,24,24
F00232,P0071,G2024-087,87,2024,87.232,Technician Desain dan Lifecycle System,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,24,24
F00233,P0072,G2024-087,87,2024,87.233,Technician Desain dan Pengembangan Aplikasi,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00234,P0073,G2024-087,87,2024,87.234,Technician Evaluasi dan Kinerja Layanan,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00235,P0074,G2024-087,87,2024,87.235,Technician Operasi dan Pemeliharaan Sistem Meter PLN,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00236,P0075,G2024-087,87,2024,87.236,"Technician Pengelolaan Operasi, Pemeliharaan dan Manajemen Aset",S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00237,P0076,G2024-087,87,2024,87.237,"Technician Pengelolaan Operasi, Pemeliharaan dan Manajemen Mesin",S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00238,P0077,G2024-087,87,2024,87.238,Technician Pengelolaan Proyek,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,INDUK,NYATA_RBB,198,198
F00239,P0078,G2024-087,87,2024,87.239,"Technician Pengelolaan operasi, pemeliharaan dan manajemen aset",S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00240,P0079,G2024-087,87,2024,87.240,"Technician Pengelolaan operasi, pemeliharaan dan manajemen mesin",S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
